n_stops,250,500,1000,5000,10000,50000
5,3958,3602,5902,2855,4164,3730
6,4356,4417,4639,5071,4356,4417
7,3126,3306,2934,3037,3822,3228
8,4916,4930,4699,4916,4643,5011
9,6051,5492,5153,5167,4976,5557
10,6897,5827,5910,5218,6386,5864
12,6097,6856,6915,5345,5973,6550
15,10511,10852,11351,10335,10393,10079
20,14061,12699,12436,14362,12399,11828
